============================================================
Weight loss = 8
============================================================

Summary (1528 trails):
  s   weight      value
  1        8   0.003906
 -1        8  -0.003906
  1        8   0.003906
 -1        8  -0.003906
 -1        8  -0.003906
  1        8   0.003906
  1        8   0.003906
 -1        8  -0.003906
  1        8   0.003906
  1        8   0.003906
  1        8   0.003906
  1        8   0.003906
  1        8   0.003906
  1        8   0.003906
 -1        8  -0.003906
  1        8   0.003906
  1        8   0.003906
  1        8   0.003906
  1        8   0.003906
 -1        8  -0.003906
  1        8   0.003906
 -1        8  -0.003906
 -1        8  -0.003906
  1        8   0.003906
  1        8   0.003906
  1        8   0.003906
 -1        8  -0.003906
  1        8   0.003906
 -1        8  -0.003906
 -1        8  -0.003906
 -1        8  -0.003906
  1        8   0.003906
  1        8   0.003906
 -1        8  -0.003906
  1        8   0.003906
  1        8   0.003906
  1        8   0.003906
  1        8   0.003906
  1        8   0.003906
 -1        8  -0.003906
  1        8   0.003906
 -1        8  -0.003906
  1        8   0.003906
 -1        8  -0.003906
 -1        8  -0.003906
  1        8   0.003906
 -1        8  -0.003906
 -1        8  -0.003906
  1        8   0.003906
  1        8   0.003906
 -1        8  -0.003906
  1        8   0.003906
 -1        8  -0.003906
 -1        8  -0.003906
 -1        8  -0.003906
 -1        8  -0.003906
  1        8   0.003906
 -1        8  -0.003906
  1        8   0.003906
  1        8   0.003906
  1        8   0.003906
 -1        8  -0.003906
 -1        8  -0.003906
  1        8   0.003906
  1        8   0.003906
 -1        8  -0.003906
  1        8   0.003906
  1        8   0.003906
  1        8   0.003906
 -1        8  -0.003906
 -1        8  -0.003906
 -1        8  -0.003906
 -1        8  -0.003906
 -1        8  -0.003906
 -1        8  -0.003906
  1        8   0.003906
 -1        8  -0.003906
 -1        8  -0.003906
 -1        8  -0.003906
  1        8   0.003906
  1        8   0.003906
  1        8   0.003906
 -1        8  -0.003906
  1        8   0.003906
 -1        8  -0.003906
 -1        8  -0.003906
 -1        8  -0.003906
 -1        8  -0.003906
 -1        8  -0.003906
  1        8   0.003906
 -1        8  -0.003906
 -1        8  -0.003906
  1        8   0.003906
 -1        8  -0.003906
  1        8   0.003906
 -1        8  -0.003906
  1        8   0.003906
 -1        8  -0.003906
 -1        8  -0.003906
 -1        8  -0.003906
 -1        8  -0.003906
 -1        8  -0.003906
 -1        8  -0.003906
  1        8   0.003906
  1        8   0.003906
 -1        8  -0.003906
 -1        8  -0.003906
  1        8   0.003906
  1        8   0.003906
 -1        8  -0.003906
  1        8   0.003906
 -1        8  -0.003906
  1        8   0.003906
 -1        8  -0.003906
  1        8   0.003906
  1        8   0.003906
 -1        8  -0.003906
 -1        8  -0.003906
  1        8   0.003906
  1        8   0.003906
 -1        8  -0.003906
  1        8   0.003906
 -1        8  -0.003906
 -1        8  -0.003906
  1        8   0.003906
  1        8   0.003906
  1        8   0.003906
  1        8   0.003906
  1        8   0.003906
 -1        8  -0.003906
  1        8   0.003906
 -1        8  -0.003906
 -1        8  -0.003906
  1        8   0.003906
 -1        8  -0.003906
 -1        8  -0.003906
  1        8   0.003906
  1        8   0.003906
  1        8   0.003906
  1        8   0.003906
 -1        8  -0.003906
 -1        8  -0.003906
  1        8   0.003906
 -1        8  -0.003906
 -1        8  -0.003906
 -1        8  -0.003906
  1        8   0.003906
 -1        8  -0.003906
 -1        8  -0.003906
 -1        8  -0.003906
 -1        8  -0.003906
 -1        8  -0.003906
  1        8   0.003906
 -1        8  -0.003906
  1        8   0.003906
  1        8   0.003906
  1        8   0.003906
 -1        8  -0.003906
 -1        8  -0.003906
  1        8   0.003906
  1        8   0.003906
  1        8   0.003906
  1        8   0.003906
 -1        8  -0.003906
  1        8   0.003906
  1        8   0.003906
 -1        8  -0.003906
  1        8   0.003906
 -1        8  -0.003906
 -1        8  -0.003906
 -1        8  -0.003906
  1        8   0.003906
  1        8   0.003906
 -1        8  -0.003906
 -1        8  -0.003906
  1        8   0.003906
  1        8   0.003906
 -1        8  -0.003906
  1        8   0.003906
  1        8   0.003906
  1        8   0.003906
  1        8   0.003906
 -1        8  -0.003906
 -1        8  -0.003906
 -1        8  -0.003906
  1        8   0.003906
  1        8   0.003906
  1        8   0.003906
  1        8   0.003906
 -1        8  -0.003906
 -1        8  -0.003906
  1        8   0.003906
 -1        8  -0.003906
  1        8   0.003906
 -1        8  -0.003906
  1        8   0.003906
  1        8   0.003906
 -1        8  -0.003906
 -1        8  -0.003906
  1        8   0.003906
 -1        8  -0.003906
 -1        8  -0.003906
 -1        8  -0.003906
  1        8   0.003906
  1        8   0.003906
 -1        8  -0.003906
  1        8   0.003906
 -1        8  -0.003906
 -1        8  -0.003906
 -1        8  -0.003906
 -1        8  -0.003906
 -1        8  -0.003906
 -1        8  -0.003906
  1        8   0.003906
  1        8   0.003906
 -1        8  -0.003906
  1        8   0.003906
  1        8   0.003906
  1        8   0.003906
 -1        8  -0.003906
 -1        8  -0.003906
 -1        8  -0.003906
  1        8   0.003906
 -1        8  -0.003906
 -1        8  -0.003906
  1        8   0.003906
 -1        8  -0.003906
  1        8   0.003906
 -1        8  -0.003906
 -1        8  -0.003906
  1        8   0.003906
  1        8   0.003906
 -1        8  -0.003906
 -1        8  -0.003906
 -1        8  -0.003906
  1        8   0.003906
  1        8   0.003906

Cumulative EDP:
  weight          EDP    weight time
       8     1.109375     187762.24s

